Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,ID,Home Ownership_Have Mortgage,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Years in current job_0,Years in current job_1,Years in current job_2,Years in current job_3,Years in current job_4,Years in current job_5,Years in current job_6,Years in current job_7,Years in current job_8,Years in current job_9,Years in current job_10
1158354,2,0,11,23,225412,0,14,0,1,0,223542,153786,27028,730,0,4452,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
775827,3,0,9,19,537658,0,38,0,1,0,286220,336642,10215,725,0,4453,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1683685,6,0,16,27,1277452,0,9,0,1,0,647636,240502,16977,737,0,4454,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1168386,10,0,15,25,2301662,0,5,0,1,1,751058,916389,34183,0,0,4455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1653266,10,0,8,17,606408,0,42,0,1,0,326304,237253,10237,725,0,4456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1258712,10,0,18,17,591338,0,77,0,1,0,224224,203775,23181,745,0,4457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
763268,7,0,9,25,422774,0,14,0,1,0,76384,345040,12021,701,0,4458,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1405164,5,0,14,11,356598,0,14,0,1,1,445764,292258,27050,699,0,4459,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
985340,0,0,16,17,798578,0,14,0,1,0,285230,244834,17982,716,0,4460,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5628750,7,0,7,28,855536,0,14,0,0,0,434500,67982,2627,727,0,4461,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1168386,10,0,14,9,444642,0,14,0,1,0,110770,81415,7845,0,0,4462,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1968476,10,0,12,24,412852,1,29,1,1,0,325622,113734,17880,744,0,4463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3785446,2,0,11,45,537680,0,79,0,0,1,559086,107730,6845,709,0,4464,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1168386,4,0,10,20,109648,1,14,1,0,0,78980,46968,20841,0,1,4465,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1508524,8,0,11,18,421212,0,8,0,1,0,268730,196441,18228,739,0,4466,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1365112,6,0,6,18,221320,0,14,0,1,0,21472,171456,14106,735,1,4467,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1168386,10,0,15,15,472670,0,17,0,1,0,256476,197163,21989,0,1,4468,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
835772,9,0,19,15,564828,1,6,1,1,1,99999999,88293,18039,679,0,4469,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1328803,10,0,6,11,437162,0,38,0,1,0,395648,320549,17496,723,0,4470,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
651833,3,0,7,13,418638,0,14,0,0,0,99999999,97983,13145,740,0,4471,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1168386,6,1,9,27,301268,2,14,1,1,0,108152,83258,16875,0,0,4472,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1168386,9,0,17,12,615714,0,21,0,1,0,391930,185573,11734,0,0,4473,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1908930,1,0,12,15,214522,0,35,0,1,0,221034,128212,54882,738,0,4474,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1726150,3,0,14,15,1656380,0,14,0,0,1,518012,1008501,15535,732,0,4475,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
955719,1,0,6,16,95502,0,14,0,0,0,130196,66804,10354,746,1,4476,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1112868,10,0,12,13,321970,1,14,1,1,0,214764,142652,11592,736,0,4477,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
662739,10,0,10,16,436524,0,24,0,0,0,131560,137598,8174,748,1,4478,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,19,16,855580,0,14,0,1,1,433752,387201,26757,0,0,4479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1531248,7,0,6,15,456478,0,31,0,0,0,132968,250743,12288,745,0,4480,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1168386,10,0,9,18,1461834,0,14,0,1,0,443872,435556,7535,0,0,4481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
810084,2,0,8,23,708862,0,14,0,1,0,110352,509352,11267,737,0,4482,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168386,3,0,5,18,129932,1,10,1,1,1,259952,69122,13552,0,0,4483,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1257724,10,0,35,14,1305546,0,14,0,1,0,550044,623523,33854,651,1,4484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
175845,10,0,6,17,163592,0,14,0,1,0,60830,74746,3546,658,0,4485,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,4,28,1588928,0,14,0,0,0,536800,1368,42,0,0,4486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1140228,3,0,16,16,187924,0,33,0,0,0,99999999,8113,24610,739,0,4487,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1377272,1,0,8,28,594594,0,14,0,1,1,374176,256766,6370,733,1,4488,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
679953,6,0,8,13,449746,0,72,0,1,1,282348,321993,13883,684,0,4489,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
433295,5,0,14,14,755150,0,14,0,1,0,144518,183255,9099,747,1,4490,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8200229,2,0,11,16,333630,0,29,0,1,0,117040,116128,8610,744,1,4491,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
705964,6,0,15,21,456874,0,78,0,1,1,399036,314469,11649,703,1,4492,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
712899,2,0,5,16,293106,0,14,0,1,1,222662,113411,9981,652,0,4493,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
969627,4,0,6,10,512204,0,14,0,1,0,194326,370690,18261,713,1,4494,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2173372,0,0,12,13,183216,0,60,0,1,0,158928,82289,30608,723,0,4495,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1232910,10,0,19,19,784366,0,52,0,1,1,483186,412547,18493,664,1,4496,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1505408,10,0,16,23,980408,0,2,0,1,0,762608,641820,23961,735,0,4497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
779779,1,0,5,15,253132,1,14,1,1,0,182776,120460,14296,741,0,4498,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1346530,3,0,10,16,769362,0,4,0,0,0,194898,139536,24798,707,0,4499,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1267319,0,0,3,13,319330,0,14,0,1,0,99999999,147269,16264,751,0,4500,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
817152,6,0,9,24,491326,0,14,0,1,0,99999999,289826,14573,736,0,4501,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
768968,2,0,10,8,115698,0,14,0,0,0,204226,59660,14034,737,0,4502,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1168386,10,0,23,15,519882,0,28,0,1,1,222992,267596,23327,0,0,4503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
563901,2,0,7,17,71852,1,71,1,1,0,62568,38342,6955,729,0,4504,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1936841,0,0,5,23,187110,0,45,0,0,0,99999999,59299,7521,740,0,4505,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1168386,10,0,10,21,1090958,0,14,0,1,0,225544,92340,18335,0,0,4506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2326075,8,0,9,17,654962,0,81,0,1,0,344740,454784,22292,713,1,4507,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1557031,2,0,9,23,167728,0,38,0,0,1,282480,141664,17140,687,1,4508,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1015645,10,2,4,14,269456,3,14,0,0,0,129580,77273,2895,652,0,4509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1767399,9,0,12,15,2073698,0,14,0,0,0,333674,454898,15170,750,0,4510,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2289804,10,0,23,20,1680514,0,14,0,1,1,662838,827260,34156,696,1,4511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,13,18,760518,0,78,0,1,0,290664,266665,16180,0,0,4512,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
787569,10,0,6,19,393580,0,10,0,1,1,400356,261041,13914,721,0,4513,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,3,0,7,40,464706,0,43,0,1,1,763378,313044,47280,0,1,4514,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1975943,6,0,9,21,302280,2,77,1,1,1,323774,166820,20747,718,1,4515,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1168386,10,0,13,28,1748692,0,14,0,1,0,217228,984675,40242,0,0,4516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
954693,4,0,8,10,279290,1,33,1,1,0,223322,162089,21799,715,0,4517,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
581913,6,0,7,10,345884,0,17,0,1,0,123530,77672,10281,747,1,4518,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1168386,8,0,9,24,851642,0,32,0,1,0,112046,547219,33728,0,0,4519,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1619199,7,0,13,19,485276,1,70,1,0,0,99999999,347434,15922,697,0,4520,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1168386,0,0,11,18,671418,0,69,0,0,1,164340,46398,8314,0,0,4521,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1765290,2,0,11,22,470998,0,50,0,1,1,602448,316882,21331,720,0,4522,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1168386,1,1,5,22,580888,2,14,1,1,0,130526,104842,3005,0,0,4523,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1025924,10,0,10,22,385616,0,18,0,0,0,112068,300732,24793,686,1,4524,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1870930,5,0,7,7,424820,0,14,0,0,1,541596,230413,24322,671,0,4525,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
856197,7,0,15,11,240284,0,14,0,1,0,170742,105222,13414,719,0,4526,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1168386,0,0,10,19,1724492,0,50,0,1,0,760452,579348,34339,0,0,4527,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1168386,0,0,19,20,364452,1,40,1,1,0,258830,194826,8233,0,0,4528,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1300645,10,0,7,21,301554,0,14,0,1,1,622050,97660,3848,694,0,4529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
772844,0,0,4,15,212520,0,61,0,0,1,134222,151962,4289,702,1,4530,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1968476,10,0,6,14,166804,1,55,1,1,0,293040,32414,11844,732,0,4531,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1168386,7,0,16,23,337876,1,1,1,0,1,337986,223516,23843,0,1,4532,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1168386,2,0,19,25,334862,0,14,0,1,0,279796,99769,8857,0,0,4533,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1356068,10,0,5,15,273746,0,14,0,1,0,179454,130986,9594,744,0,4534,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
745750,2,0,12,10,277948,0,14,0,1,1,232474,98420,14107,721,1,4535,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
807025,10,0,11,14,763488,0,8,0,1,0,418836,443764,22395,740,0,4536,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2381175,10,0,17,42,1649186,0,14,0,1,0,247038,1025506,42663,729,0,4537,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
955605,10,0,14,21,712426,1,68,1,0,1,99999999,249185,6745,722,0,4538,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1168386,2,0,14,11,613778,0,14,0,1,1,432124,285171,48143,0,1,4539,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2124352,6,0,10,22,854546,0,65,0,1,0,99999999,370481,17030,751,0,4540,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
629071,0,0,5,8,94952,0,53,0,1,0,146234,61028,2763,697,1,4541,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1220940,2,0,15,8,753610,0,14,0,1,1,630564,458850,16279,695,0,4542,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168386,1,0,25,15,930754,0,14,0,1,1,326678,332785,20320,0,0,4543,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1674261,10,0,14,28,410696,1,74,1,1,1,430804,94715,31811,637,1,4544,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1776462,2,0,14,23,1142570,0,14,0,0,1,99999999,235828,11902,713,0,4545,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
930335,2,0,13,13,457622,1,14,1,1,0,161018,161652,13180,639,0,4546,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
977132,2,0,9,12,187044,0,54,0,0,1,435160,77387,6669,610,0,4547,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1117998,10,0,13,12,971344,0,14,0,1,0,431508,239077,13789,741,0,4548,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,2,0,11,14,353606,0,16,0,1,0,73876,64752,11233,0,0,4549,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
730664,10,0,13,19,796290,0,14,0,1,0,231550,282644,14004,746,1,4550,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,2,0,18,19,323400,0,18,0,1,0,151844,76817,20982,0,0,4551,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
982338,8,0,10,18,238326,1,14,1,1,1,343376,182362,26686,721,0,4552,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
849357,5,0,15,15,642158,0,14,0,1,0,174834,295602,22366,740,1,4553,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1496592,10,0,8,22,110308,0,14,0,1,1,99999999,11438,17373,744,0,4554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2046832,10,0,23,21,1168376,0,14,0,1,1,99999999,208867,28485,745,0,4555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,2,0,14,15,388542,0,14,0,1,1,434280,183901,13432,0,0,4556,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1502824,0,0,17,21,2081904,0,14,0,0,0,217514,37753,8165,747,0,4557,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
884108,10,0,13,16,667744,0,14,0,0,0,99999999,27094,17682,747,0,4558,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1184422,7,0,8,19,719664,0,14,0,1,0,263318,430711,14628,732,0,4559,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1089061,10,0,7,21,143726,1,68,1,1,0,207966,20729,18696,736,1,4560,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2089373,7,0,11,21,807136,0,3,0,1,0,483846,303221,9141,737,0,4561,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1168386,10,0,5,18,517594,0,14,0,1,0,336116,335274,7508,0,1,4562,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1397507,3,0,12,18,189860,0,5,0,1,0,161810,108395,21312,724,1,4563,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1284590,10,0,21,16,1103080,0,14,0,1,0,99999999,467761,27512,746,0,4564,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,1,0,14,21,1253164,0,49,0,1,0,220154,165585,21390,0,0,4565,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1168386,10,0,13,21,1062050,0,14,0,1,1,483362,513646,28677,0,1,4566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,1,0,18,15,101156,0,14,0,1,0,111936,53390,2902,0,0,4567,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1932300,10,0,13,10,711920,0,21,0,1,0,380358,303126,17874,701,0,4568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
231287,10,0,7,17,136092,0,14,0,1,0,111584,50540,3662,740,0,4569,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
672714,5,0,10,14,2360600,0,14,0,1,0,259644,1306801,14183,700,0,4570,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
764427,7,0,12,27,830544,0,22,0,1,1,390214,284753,21977,720,1,4571,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
410894,4,0,3,9,143132,0,14,0,0,0,237886,122265,2359,650,1,4572,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
971185,2,0,16,19,1106556,0,14,0,0,0,314864,399475,19667,712,0,4573,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1168386,10,0,17,16,791648,0,14,0,1,0,759000,422522,26844,0,0,4574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,7,0,10,16,1078176,0,14,0,1,0,591404,859446,33267,0,1,4575,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016508,10,0,16,16,2216236,0,14,0,0,0,466972,809628,15796,743,0,4576,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
831782,10,0,5,19,139854,1,14,1,1,0,71676,19323,5497,738,0,4577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1249573,10,0,14,19,182534,0,25,0,0,0,84590,84968,11663,678,1,4578,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,7,0,19,16,607860,0,14,0,1,0,230868,241490,16702,0,0,4579,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2270196,5,0,11,9,856196,0,43,0,1,1,547646,471770,24216,681,1,4580,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1168386,2,0,3,14,210606,0,32,0,1,0,310376,120783,7240,0,0,4581,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
932767,10,2,17,21,483318,3,27,1,1,1,260084,170715,9172,674,1,4582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1063392,3,0,6,12,382844,0,46,0,1,0,456698,205656,9836,730,0,4583,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1848966,1,0,14,18,513436,0,40,0,1,0,382316,223934,21263,746,1,4584,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1168386,6,0,16,28,689832,0,14,0,1,1,458854,291935,15944,0,1,4585,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1168386,10,0,8,14,1575640,0,14,0,1,0,442992,559284,8951,0,0,4586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3847500,10,0,10,23,803924,0,14,0,0,0,222750,489478,51300,740,0,4587,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1415747,10,0,11,25,283954,0,24,0,1,0,131142,160873,21708,722,1,4588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2037883,1,0,5,21,291038,0,18,0,0,1,435534,244055,30568,598,0,4589,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1339006,7,0,8,21,361768,0,67,0,1,0,215336,237139,13334,746,0,4590,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
604599,2,0,8,8,144408,0,14,0,0,0,132902,65607,9270,741,0,4591,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1896333,3,0,7,12,544632,0,14,0,1,1,516648,408747,23072,719,0,4592,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
699523,6,0,7,12,344146,0,14,0,0,1,289674,129580,13874,700,1,4593,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1313451,5,0,9,12,440528,0,9,0,1,0,335478,262124,32946,747,0,4594,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1168386,1,0,4,15,389620,0,14,0,1,0,197956,267178,14529,0,0,4595,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1242638,10,0,19,23,393316,0,14,0,0,0,107910,283974,31687,703,0,4596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1471664,10,0,10,17,234586,1,64,1,1,0,225038,33421,19868,742,1,4597,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1313223,10,0,13,20,958562,0,14,0,1,1,99999999,319561,13461,730,0,4598,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2879070,10,0,16,32,1695232,0,14,0,1,0,555610,1023378,63100,733,1,4599,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1731717,10,0,12,21,1328778,0,14,0,0,0,99999999,996094,19915,746,0,4600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1255748,10,0,10,18,511720,0,19,0,1,1,134222,42864,3129,691,0,4601,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3990038,10,0,10,23,9541136,0,5,0,0,1,788788,4367245,29792,687,0,4602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,2,0,10,12,531806,0,14,0,0,0,112046,293493,11611,0,0,4603,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2667182,10,0,5,21,1008348,0,14,0,1,0,264704,845595,20671,746,0,4604,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1453652,6,0,23,21,563002,0,60,0,1,0,99999999,185250,14173,709,0,4605,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1841290,10,0,20,18,1032922,0,14,0,1,1,785488,511157,44651,695,1,4606,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1449377,10,0,11,17,288662,0,6,0,1,0,447524,221616,23673,717,0,4607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
822719,6,0,9,10,782364,0,14,0,1,0,221540,470269,13232,741,0,4608,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1054310,10,0,11,21,305140,0,18,0,1,0,99999999,188955,18363,728,0,4609,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2191023,6,0,12,15,789360,0,14,0,0,0,99999999,614232,36700,719,0,4610,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1168386,9,0,4,16,181412,0,14,0,0,0,464398,149777,9877,0,1,4611,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
848597,7,0,12,19,705342,0,41,0,1,0,327536,377682,12587,730,0,4612,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1197722,7,0,10,12,816706,0,14,0,1,1,418242,563578,28446,698,1,4613,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
578075,2,0,6,12,433180,0,9,0,1,1,228778,144039,15704,689,0,4614,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4338859,9,0,11,17,646140,0,57,0,1,1,99999999,452010,59659,732,0,4615,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
785232,3,0,8,31,318494,1,41,1,0,0,116908,106172,14723,723,1,4616,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1485496,10,0,7,12,453772,0,59,0,1,0,258016,300979,12751,736,0,4617,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
905426,10,0,9,14,321442,1,14,1,1,0,218416,114931,3946,744,0,4618,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
917586,10,0,5,14,372724,1,14,1,1,0,260194,223402,8488,732,0,4619,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1697859,6,0,10,25,657118,1,31,1,0,1,764544,300789,17686,703,0,4620,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1168386,1,0,10,15,554488,0,2,0,1,1,316426,136952,16453,0,0,4621,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1683837,2,0,14,13,776182,0,14,0,1,0,54164,215840,46867,748,0,4622,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1168386,10,0,13,32,428186,0,18,0,0,0,329538,341696,46618,0,0,4623,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,3,0,9,27,228624,5,8,0,1,0,754446,81149,17732,0,1,4624,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1322286,10,0,14,15,1157486,0,14,0,1,1,99999999,648774,18842,727,0,4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,7,0,12,18,874940,0,26,0,1,1,310376,377815,18716,0,0,4626,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1168386,10,0,8,15,1018930,0,14,0,1,0,60478,579044,17135,0,0,4627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
914964,3,0,13,7,587994,0,14,0,1,0,63668,369683,16775,738,1,4628,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
707788,10,0,10,16,558690,1,14,1,0,1,299024,155838,7727,740,0,4629,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
877059,10,0,9,33,701206,0,12,0,0,1,445632,344584,12206,680,1,4630,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1005100,10,0,7,19,1086646,0,14,0,1,0,463276,228988,3116,747,0,4631,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,0,0,7,10,165198,1,14,1,1,0,154000,80465,9648,0,0,4632,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1168386,10,0,10,27,422862,1,76,1,1,1,619564,126350,5157,0,0,4633,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1039566,10,0,8,31,479028,0,77,0,1,1,218856,343387,16980,717,1,4634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2593994,9,0,11,24,1820940,0,14,0,1,1,778712,1004910,25724,683,0,4635,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2276523,4,0,27,14,683210,0,14,0,1,1,357412,329251,38511,659,1,4636,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
714039,9,0,13,10,163196,0,28,0,1,0,268136,39045,13388,738,0,4637,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
449122,2,0,5,20,103906,0,57,0,0,0,65010,32756,5839,743,0,4638,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
852777,10,0,19,30,1591370,0,14,0,1,0,386738,666577,24660,742,0,4639,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1284210,7,0,6,10,472758,0,14,0,1,0,237468,255588,6828,746,0,4640,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1595943,5,0,11,9,467632,0,14,0,1,1,99999999,267767,16092,676,0,4641,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1097060,10,0,4,43,434808,1,14,1,1,0,312400,209912,17279,747,0,4642,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
463448,10,0,13,28,1012682,0,14,0,1,0,173470,188917,5716,736,0,4643,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
847058,10,0,8,17,505340,0,14,0,1,0,119878,173261,5873,749,0,4644,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
